"kingdom","phylum","class","order","family","genus","species","strain"
"Bacteria.Desulfobacterota.Desulfobulbia.Desulfobulbales.Desulfocapsaceae.Desulfopila","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfopila",NA,NA
"Bacteria.Planctomycetota.Planctomycetes.Pirellulales.Pirellulaceae.Pir1 lineage","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir1 lineage",NA,NA
"Bacteria.Chloroflexi.Anaerolineae.1-20.NA.NA","Bacteria","Chloroflexi","Anaerolineae","1-20","NA","NA",NA,NA
"Bacteria.Spirochaetota.Spirochaetia.Spirochaetales.Spirochaetaceae.Spirochaeta","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micromonosporales.Micromonosporaceae.Salinispora","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Salinispora",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Marinilabiliaceae.NA","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.FFCH16263.NA.NA","Bacteria","Actinobacteriota","Actinobacteria","FFCH16263","NA","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Methylococcales.Methylomonadaceae.Crenothrix","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Crenothrix",NA,NA
"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Pedosphaerales.Pedosphaeraceae.DEV008","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","DEV008",NA,NA
"Bacteria.Planctomycetota.Phycisphaerae.Phycisphaerales.AKAU3564 sediment group.NA","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564 sediment group","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Oxalobacteraceae.Pseudoduganella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella",NA,NA
"Bacteria.Actinobacteriota.Coriobacteriia.OPB41.NA.NA","Bacteria","Actinobacteriota","Coriobacteriia","OPB41","NA","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Cellvibrionales.Porticoccaceae.C1-B045","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","C1-B045",NA,NA
"Bacteria.Firmicutes.Thermovenabulia.Thermovenabulales.(unclassified).Tepidanaerobacter","Bacteria","Firmicutes","Thermovenabulia","Thermovenabulales","(unclassified)","Tepidanaerobacter",NA,NA
"Bacteria.Acidobacteriota.Acidobacteriae.Acidobacteriales.Koribacteraceae.Candidatus Koribacter","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter",NA,NA
"Bacteria.Planctomycetota.Phycisphaerae.DG-20.NA.NA","Bacteria","Planctomycetota","Phycisphaerae","DG-20","NA","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Rhodocyclaceae.Candidatus Accumulibacter","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Candidatus Accumulibacter",NA,NA
"Bacteria.Hydrogenedentes.Hydrogenedentia.Hydrogenedentiales.Hydrogenedensaceae.NA","Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","NA",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Xanthobacteraceae.Variibacter","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micromonosporales.Micromonosporaceae.Asanoa","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Asanoa",NA,NA
"Bacteria.Cloacimonadota.Cloacimonadia.Cloacimonadales.PBS-18.NA","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","PBS-18","NA",NA,NA
"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Chthoniobacterales.Chthoniobacteraceae.NA","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","NA",NA,NA
"Bacteria.Desulfobacterota.Desulfobacteria.Desulfobacterales.Desulfosarcinaceae.Sva0081 sediment group","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group",NA,NA
"Bacteria.Desulfobacterota.Desulfobaccia.Desulfobaccales.Desulfobaccaceae.Desulfobacca","Bacteria","Desulfobacterota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae","Desulfobacca",NA,NA
"Bacteria.Planctomycetota.Phycisphaerae.S-70.NA.NA","Bacteria","Planctomycetota","Phycisphaerae","S-70","NA","NA",NA,NA
"Bacteria.Planctomycetota.Phycisphaerae.MSBL9.GWC2-45-44.NA","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","GWC2-45-44","NA",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Aurantivirga","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,NA
"Bacteria.Fibrobacterota.Fibrobacteria.Fibrobacterales.Fibrobacteraceae.possible genus 04","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible genus 04",NA,NA
"Bacteria.Gemmatimonadota.BD2-11 terrestrial group.NA.NA.NA","Bacteria","Gemmatimonadota","BD2-11 terrestrial group","NA","NA","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micromonosporales.Micromonosporaceae.Dactylosporangium","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cytophagaceae.Siphonobacter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Siphonobacter",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Methyloligellaceae.Methyloceanibacter","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter",NA,NA
"Bacteria.Desulfobacterota.Desulfomonilia.Desulfomonilales.Desulfomonilaceae.Desulfomonile","Bacteria","Desulfobacterota","Desulfomonilia","Desulfomonilales","Desulfomonilaceae","Desulfomonile",NA,NA
"Bacteria.Firmicutes.Desulfitobacteriia.Desulfitobacteriales.Candidatus Dichloromethanomonas.NA","Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Candidatus Dichloromethanomonas","NA",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Tistrellales.Geminicoccaceae.NA","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Gammaproteobacteria Incertae Sedis.Unknown Family.Wenzhouxiangella","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Wenzhouxiangella",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Azospirillales.Azospirillaceae.NA","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","NA",NA,NA
"Bacteria.Planctomycetota.Phycisphaerae.MSBL9.KCLunmb-38-53.NA","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","KCLunmb-38-53","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.B2M28.NA.NA","Bacteria","Proteobacteria","Gammaproteobacteria","B2M28","NA","NA",NA,NA
"Archaea.Crenarchaeota.Nitrososphaeria.Group 1.1c.NA.NA","Archaea","Crenarchaeota","Nitrososphaeria","Group 1","1c","NA","NA",NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Subsaxibacter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Subsaxibacter",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.NA.NA","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","NA","NA",NA,NA
"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Opitutales.Opitutaceae.Diplosphaera","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Diplosphaera",NA,NA
"Bacteria.Chloroflexi.Anaerolineae.Caldilineales.Caldilineaceae.Litorilinea","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea",NA,NA
"Bacteria.Planctomycetota.Phycisphaerae.NA.NA.NA","Bacteria","Planctomycetota","Phycisphaerae","NA","NA","NA",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales.Hyphomonadaceae.Hyphomonas","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas",NA,NA
"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Chthoniobacterales.NA.NA","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","NA","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Frankiales.Sporichthyaceae.hgcI clade","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA,NA
"Bacteria.Desulfobacterota.Desulfobacteria.Desulfobacterales.Desulfosarcinaceae.Incertae Sedis","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Incertae Sedis",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Crocinitomicaceae.Salinirepens","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhodomicrobiaceae.Rhodomicrobium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium",NA,NA
"Archaea.Crenarchaeota.Nitrososphaeria.Nitrosotaleales.Nitrosotaleaceae.Candidatus Nitrosotalea","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales","Nitrosotaleaceae","Candidatus Nitrosotalea",NA,NA
"Bacteria.Desulfobacterota.Desulfobulbia.Desulfobulbales.Desulfocapsaceae.Desulfotalea","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfotalea",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Oceaniovalibus","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceaniovalibus",NA,NA
"Bacteria.Desulfobacterota.Syntrophobacteria.Syntrophobacterales.Syntrophobacteraceae.Desulfovirga","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae","Desulfovirga",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.Sporolactobacillaceae.Tuberibacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Tuberibacillus",NA,NA
"Bacteria.Myxococcota.Myxococcia.Myxococcales.NA.NA","Bacteria","Myxococcota","Myxococcia","Myxococcales","NA","NA",NA,NA
"Bacteria.Spirochaetota.Spirochaetia.Spirochaetales.Spirochaetaceae.Salinispira","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Salinispira",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Microbacteriaceae.Parafrigoribacterium","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Parafrigoribacterium",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Corynebacteriales.Corynebacteriales Incertae Sedis.Tomitella","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriales Incertae Sedis","Tomitella",NA,NA
"Bacteria.Chloroflexi.Anaerolineae.Anaerolineales.Anaerolineaceae.RBG-16-58-14","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","RBG-16-58-14",NA,NA
"Bacteria.Chloroflexi.Ktedonobacteria.Ktedonobacterales.Ktedonobacteraceae.1921-3","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1921-3",NA,NA
"Archaea.Halobacterota.Methanomicrobia.Methanomicrobiales.Methanoregulaceae.Methanoregula","Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanoregula",NA,NA
"Bacteria.Firmicutes.Thermoanaerobacteria.Thermoanaerobacterales.Thermoanaerobacteraceae.Brockia","Bacteria","Firmicutes","Thermoanaerobacteria","Thermoanaerobacterales","Thermoanaerobacteraceae","Brockia",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Nitrincolaceae.NA","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","NA",NA,NA
"Bacteria.Chloroflexi.Dehalococcoidia.GIF9.NA.NA","Bacteria","Chloroflexi","Dehalococcoidia","GIF9","NA","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Frankiales.Frankiaceae.NA","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","NA",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Elsterales.Elsteraceae.Lacibacterium","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Elsteraceae","Lacibacterium",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Parvibaculales.Parvibaculaceae.Mf105b01","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Mf105b01",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.A21b.NA","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b","NA",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Beijerinckiaceae.Neo-b11","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Neo-b11",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Pseudanabaenales.Pseudanabaenaceae.Synechococcus PCC-7502","Bacteria","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Synechococcus PCC-7502",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Weeksellaceae.Ornithobacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Ornithobacterium",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Thiomicrospirales.Thioglobaceae.SUP05 cluster","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05 cluster",NA,NA
"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Opitutales.Puniceicoccaceae.Cerasicoccus","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Cerasicoccus",NA,NA
"Bacteria.Spirochaetota.Spirochaetia.Spirochaetales.Spirochaetaceae.Sediminispirochaeta","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Sediminispirochaeta",NA,NA
"Bacteria.Firmicutes.Bacilli.Entomoplasmatales.Spiroplasmataceae.Spiroplasma","Bacteria","Firmicutes","Bacilli","Entomoplasmatales","Spiroplasmataceae","Spiroplasma",NA,NA
"Bacteria.Desulfobacterota.Desulfovibrionia.Desulfovibrionales.Desulfomicrobiaceae.Desulfomicrobium","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium",NA,NA
"Bacteria.Desulfobacterota.Desulfovibrionia.Desulfovibrionales.Desulfoplanaceae.Desulfoplanes","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfoplanaceae","Desulfoplanes",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Orbales.Orbaceae.NA","Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","NA",NA,NA
"Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Zymophilus","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Zymophilus",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.NA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Carnobacteriaceae.Alkalibacterium","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alkalibacterium",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnobacterium","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnobacterium",NA,NA
"Bacteria.Firmicutes.Natranaerobiia.Natranaerobiales.Natranaerobiaceae.Natranaerobius","Bacteria","Firmicutes","Natranaerobiia","Natranaerobiales","Natranaerobiaceae","Natranaerobius",NA,NA
"Bacteria.Desulfobacterota.Desulfovibrionia.Desulfovibrionales.Desulfohalobiaceae.Desulfovermiculus","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfohalobiaceae","Desulfovermiculus",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Halomonadaceae.NA","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","NA",NA,NA
"Bacteria.Actinobacteriota.Thermoleophilia.Solirubrobacterales.Solirubrobacteraceae.JCM 18997","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","JCM 18997",NA,NA
"Bacteria.Patescibacteria.Saccharimonadia.Saccharimonadales.Saccharimonadaceae.GTL1","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","GTL1",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Tistrellales.Tistrellaceae.Tistrella","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Tistrellaceae","Tistrella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.JG36-GS-52.NA.NA","Bacteria","Proteobacteria","Gammaproteobacteria","JG36-GS-52","NA","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Alicyclobacillales.Alicyclobacillaceae.Alicyclobacillus","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Vespertiliibacter","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Vespertiliibacter",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Aquaspirillaceae.Laribacter","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Aquaspirillaceae","Laribacter",NA,NA
"Bacteria.Patescibacteria.Parcubacteria.Candidatus Liptonbacteria.NA.NA","Bacteria","Patescibacteria","Parcubacteria","Candidatus Liptonbacteria","NA","NA",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Oxyphotobacteria Incertae Sedis.Unknown Family.Calothrix KVSF5","Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria Incertae Sedis","Unknown Family","Calothrix KVSF5",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Pseudorhodobacter","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA,NA
"Archaea.Micrarchaeota.Micrarchaeia.Micrarchaeales.CG1-02-32-21.NA","Archaea","Micrarchaeota","Micrarchaeia","Micrarchaeales","CG1-02-32-21","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Staphylococcales.NA.NA","Bacteria","Firmicutes","Bacilli","Staphylococcales","NA","NA",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Hymenobacteraceae.Nibribacter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Nibribacter",NA,NA
"Bacteria.Patescibacteria.Parcubacteria.Candidatus Vogelbacteria.NA.NA","Bacteria","Patescibacteria","Parcubacteria","Candidatus Vogelbacteria","NA","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Brevibacteriaceae.NA","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","NA",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Sphingobacteriales.Sphingobacteriaceae.Pseudopedobacter","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pseudopedobacter",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.Croceicoccus","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Croceicoccus",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Microbacteriaceae.Candidatus Planktoluna","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Planktoluna",NA,NA
"Bacteria.Chloroflexi.Anaerolineae.SBR1031.A4b.OLB13","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","OLB13",NA,NA
"Bacteria.Gemmatimonadota.Longimicrobia.Longimicrobiales.Longimicrobiaceae.Longimicrobium","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobium",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Propioniciclava","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava",NA,NA
"Bacteria.Verrucomicrobiota.Lentisphaeria.NA.NA.NA","Bacteria","Verrucomicrobiota","Lentisphaeria","NA","NA","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Erysipelotrichaceae UCG-008","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae UCG-008",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.UCG-001","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","UCG-001",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.p-251-o5.NA","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","p-251-o5","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Cardiobacteriales.Wohlfahrtiimonadaceae.Koukoulia","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Koukoulia",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Micrococcales Incertae Sedis.Timonella","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcales Incertae Sedis","Timonella",NA,NA
"Bacteria.Spirochaetota.Spirochaetia.Spirochaetales.Spirochaetaceae.Termite Treponema cluster","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Termite Treponema cluster",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Sporanaerobacter.NA","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Sporanaerobacter","NA",NA,NA
